,MSA,Year,Total,Estimated,Rate
2954,"Portland-Vancouver-Hillsboro, OR-WA ",2012,54,54,2.4
2955,"Portland-Vancouver-Hillsboro, OR-WA ",2013,32,32,1.4
2956,"Portland-Vancouver-Hillsboro, OR-WA ",2014,44,46,2
2957,"Portland-Vancouver-Hillsboro, OR-WA ",2016,41,42,1.7
2958,"Poughkeepsie-Newburgh-Middletown, NY ",2006,16,16,2.4
2959,"Poughkeepsie-Newburgh-Middletown, NY ",2007,23,23,3.4
2960,"Poughkeepsie-Newburgh-Middletown, NY ",2008,18,18,2.7
2961,"Poughkeepsie-Newburgh-Middletown, NY ",2009,13,13,1.9
2962,"Poughkeepsie-Newburgh-Middletown, NY ",2010,30,31,4.6
2963,"Poughkeepsie-Newburgh-Middletown, NY ",2011,16,16,2.4
2964,"Prescott, AZ ",2006,10,10,4.8
2965,"Prescott, AZ ",2007,6,6,2.8
2966,"Prescott, AZ ",2008,4,4,1.8
2967,"Prescott, AZ ",2009,3,3,1.4
2968,"Prescott, AZ ",2010,7,7,3.3
2969,"Prescott, AZ ",2011,17,17,7.9
2970,"Prescott, AZ ",2012,12,12,5.6
2971,"Prescott, AZ ",2013,3,3,1.4
2972,"Prescott, AZ ",2015,9,9,4.1
2973,"Prescott, AZ ",2016,6,6,2.7
2974,"Providence-New Bedford-Fall River, RI-MA ",2008,42,42,2.6
2975,"Providence-New Bedford-Fall River, RI-MA ",2009,47,47,2.9
2976,"Providence-New Bedford-Fall River, RI-MA ",2010,42,42,2.6
2977,"Providence-Warwick, RI-MA ",2012,38,38,2.4
2978,"Providence-Warwick, RI-MA ",2013,40,40,2.5
2979,"Providence-Warwick, RI-MA ",2014,31,31,1.9
2980,"Providence-Warwick, RI-MA ",2015,35,35,2.2
2981,"Providence-Warwick, RI-MA ",2016,39,39,2.4
2982,"Provo-Orem, UT ",2006,3,3,0.6
2983,"Provo-Orem, UT ",2007,2,2,0.4
2984,"Provo-Orem, UT ",2008,3,3,0.6
2985,"Provo-Orem, UT ",2009,4,4,0.7
2986,"Provo-Orem, UT ",2010,6,6,1.1
2987,"Provo-Orem, UT ",2011,5,5,0.9
2988,"Provo-Orem, UT ",2012,4,4,0.7
2989,"Provo-Orem, UT ",2013,6,6,1.1
2990,"Provo-Orem, UT ",2015,2,2,0.3
2991,"Provo-Orem, UT ",2016,5,5,0.8
2992,"Pueblo, CO ",2006,6,6,3.9
2993,"Pueblo, CO ",2007,7,7,4.5
2994,"Pueblo, CO ",2009,14,14,8.8
2995,"Pueblo, CO ",2010,4,4,2.6
2996,"Pueblo, CO ",2011,13,13,8
2997,"Pueblo, CO ",2012,8,8,4.9
2998,"Pueblo, CO ",2013,5,5,3.1
2999,"Pueblo, CO ",2014,10,10,6.1
3000,"Pueblo, CO ",2015,13,13,8
3001,"Pueblo, CO ",2016,11,11,6.7
3002,"Punta Gorda, FL ",2006,2,2,1.2
3003,"Punta Gorda, FL ",2007,10,10,6.5
3004,"Punta Gorda, FL ",2008,3,3,2
3005,"Punta Gorda, FL ",2009,3,3,2
3006,"Punta Gorda, FL ",2010,1,1,0.6
3007,"Punta Gorda, FL ",2011,2,2,1.2
3008,"Punta Gorda, FL ",2012,1,1,0.6
3009,"Punta Gorda, FL ",2013,1,1,0.6
3010,"Punta Gorda, FL ",2014,2,2,1.2
3011,"Punta Gorda, FL ",2015,1,1,0.6
3012,"Punta Gorda, FL ",2016,5,5,2.8
3013,"Racine, WI ",2006,8,8,4.1
3014,"Racine, WI ",2007,7,7,3.5
3015,"Racine, WI ",2008,10,10,5.1
3016,"Racine, WI ",2009,5,5,2.5
3017,"Racine, WI ",2010,8,8,4
3018,"Racine, WI ",2011,7,7,3.6
3019,"Racine, WI ",2012,6,6,3.1
3020,"Racine, WI ",2013,2,2,1
3021,"Racine, WI ",2014,4,4,2.1
3022,"Racine, WI ",2015,4,4,2.1
3023,"Racine, WI ",2016,8,8,4.1
3024,"Raleigh, NC ",2012,21,21,1.8
3025,"Raleigh, NC ",2013,33,33,2.7
3026,"Raleigh-Cary, NC ",2006,37,37,3.8
3027,"Raleigh-Cary, NC ",2007,37,37,3.6
3028,"Raleigh-Cary, NC ",2008,50,51,4.7
3029,"Raleigh-Cary, NC ",2009,26,26,2.3
3030,"Raleigh-Cary, NC ",2010,40,40,3.4
3031,"Raleigh-Cary, NC ",2011,30,30,2.6
3032,"Rapid City, SD ",2006,0,0,0
3033,"Rapid City, SD ",2007,4,4,3.3
3034,"Rapid City, SD ",2008,3,4,3.3
3035,"Rapid City, SD ",2009,2,2,1.6
3036,"Rapid City, SD ",2010,4,4,3.2
3037,"Rapid City, SD ",2011,4,4,3.1
3038,"Rapid City, SD ",2012,4,4,2.9
3039,"Rapid City, SD ",2013,2,2,1.4
3040,"Rapid City, SD ",2014,5,5,3.5
3041,"Rapid City, SD ",2015,9,9,6.2
3042,"Rapid City, SD ",2016,5,5,3.4
3043,"Reading, PA ",2006,12,12,3
3044,"Reading, PA ",2007,14,14,3.5
3045,"Reading, PA ",2008,16,16,3.9
3046,"Reading, PA ",2009,16,16,3.9
3047,"Reading, PA ",2010,13,13,3.2
3048,"Reading, PA ",2011,19,19,4.6
3049,"Reading, PA ",2012,19,19,4.6
3050,"Reading, PA ",2013,11,11,2.7
3051,"Reading, PA ",2014,12,12,2.9
3052,"Reading, PA ",2015,15,15,3.6
3053,"Reading, PA ",2016,17,17,4.1
3054,"Redding, CA ",2006,8,8,4.4
3055,"Redding, CA ",2007,11,11,6.1
3056,"Redding, CA ",2008,4,4,2.2
3057,"Redding, CA ",2009,3,3,1.7
3058,"Redding, CA ",2010,3,3,1.6
3059,"Redding, CA ",2011,6,6,3.3
3060,"Redding, CA ",2012,7,7,3.9
3061,"Redding, CA ",2013,10,10,5.6
3062,"Redding, CA ",2014,8,8,4.4
3063,"Redding, CA ",2015,5,5,2.8
3064,"Redding, CA ",2016,12,12,6.7
3065,"Reno, NV ",2012,12,12,2.8
3066,"Reno, NV ",2013,23,23,5.2
3067,"Reno, NV ",2014,19,19,4.3
3068,"Reno, NV ",2015,20,20,4.4
3069,"Reno, NV ",2016,14,14,3.1
3070,"Reno-Sparks, NV ",2006,30,30,7.4
3071,"Reno-Sparks, NV ",2007,22,22,5.4
3072,"Reno-Sparks, NV ",2008,15,15,3.6
3073,"Reno-Sparks, NV ",2009,18,18,4.3
3074,"Reno-Sparks, NV ",2010,18,18,4.2
3075,"Reno-Sparks, NV ",2011,24,24,5.6
3076,"Richmond, VA ",2006,117,117,9.9
3077,"Richmond, VA ",2007,104,104,8.6
3078,"Richmond, VA ",2008,76,76,6.2
3079,"Richmond, VA ",2009,72,72,5.8
3080,"Richmond, VA ",2010,90,90,7.2
3081,"Richmond, VA ",2011,71,71,5.6
3082,"Richmond, VA ",2012,84,84,6.8
3083,"Richmond, VA ",2013,77,77,6.2
3084,"Richmond, VA ",2014,78,78,6.2
3085,"Richmond, VA ",2015,95,95,7.5
3086,"Riverside-San Bernardino-Ontario, CA ",2006,271,271,6.9
3087,"Riverside-San Bernardino-Ontario, CA ",2007,265,265,6.4
3088,"Riverside-San Bernardino-Ontario, CA ",2008,209,209,5
3089,"Riverside-San Bernardino-Ontario, CA ",2009,214,214,5.1
3090,"Riverside-San Bernardino-Ontario, CA ",2010,191,191,4.5
3091,"Riverside-San Bernardino-Ontario, CA ",2011,185,185,4.3
3092,"Riverside-San Bernardino-Ontario, CA ",2012,178,178,4.1
3093,"Riverside-San Bernardino-Ontario, CA ",2013,219,219,5
3094,"Riverside-San Bernardino-Ontario, CA ",2014,203,203,4.6
3095,"Riverside-San Bernardino-Ontario, CA ",2015,196,196,4.4
3096,"Riverside-San Bernardino-Ontario, CA ",2016,228,228,5.1
3097,"Roanoke, VA ",2006,14,14,4.7
3098,"Roanoke, VA ",2007,8,8,2.7
3099,"Roanoke, VA ",2008,18,18,6.1
3100,"Roanoke, VA ",2009,12,12,4
3101,"Roanoke, VA ",2010,19,19,6.3
3102,"Roanoke, VA ",2011,10,10,3.2
3103,"Roanoke, VA ",2012,11,11,3.5
3104,"Roanoke, VA ",2013,16,16,5.1
3105,"Roanoke, VA ",2014,7,7,2.2
3106,"Roanoke, VA ",2015,20,20,6.4
3107,"Roanoke, VA ",2016,16,16,5.1
3108,"Rochester, MN ",2006,2,2,1.1
3109,"Rochester, MN ",2007,2,2,1.1
3110,"Rochester, MN ",2008,5,5,2.7
3111,"Rochester, MN ",2009,1,1,0.5
3112,"Rochester, MN ",2010,1,1,0.5
3113,"Rochester, MN ",2011,1,1,0.5
3114,"Rochester, MN ",2012,3,3,1.4
3115,"Rochester, MN ",2013,0,0,0
3116,"Rochester, MN ",2014,3,3,1.4
3117,"Rochester, MN ",2015,1,1,0.5
3118,"Rochester, MN ",2016,0,0,0
3119,"Rochester, NY ",2006,56,56,5.4
3120,"Rochester, NY ",2007,57,57,5.5
3121,"Rochester, NY ",2008,49,49,4.8
3122,"Rochester, NY ",2009,37,37,3.6
3123,"Rochester, NY ",2010,50,50,4.9
3124,"Rochester, NY ",2011,43,43,4.1
3125,"Rochester, NY ",2012,44,44,4
3126,"Rochester, NY ",2013,52,52,4.8
3127,"Rochester, NY ",2014,32,32,2.9
3128,"Rochester, NY ",2015,41,41,3.8
3129,"Rochester, NY ",2016,51,51,4.7
3130,"Rockford, IL ",2010,22,23,6.5
3131,"Rockford, IL ",2011,25,27,7.7
3132,"Rockford, IL ",2012,11,12,3.4
3133,"Rockford, IL ",2013,25,26,7.5
3134,"Rockford, IL ",2014,21,23,6.7
3135,"Rockford, IL ",2015,22,23,6.8
3136,"Rockford, IL ",2016,31,31,9.2
3137,"Rockingham County-Strafford County, NH M.D.",2007,1,1,0.2
3138,"Rockingham County-Strafford County, NH M.D.",2008,3,3,0.7
3139,"Rockingham County-Strafford County, NH M.D.",2009,3,3,0.7
3140,"Rockingham County-Strafford County, NH M.D.",2010,6,6,1.4
3141,"Rockingham County-Strafford County, NH M.D.",2011,1,1,0.2
3142,"Rockingham County-Strafford County, NH M.D.",2012,9,9,2.1
3143,"Rockingham County-Strafford County, NH M.D.",2013,3,3,0.7
3144,"Rockingham County-Strafford County, NH M.D.",2016,5,5,1.2
3145,"Rocky Mount, NC ",2006,18,18,12.1
3146,"Rocky Mount, NC ",2007,21,21,14.2
3147,"Rocky Mount, NC ",2009,11,11,7.5
3148,"Rocky Mount, NC ",2010,15,15,10.2
3149,"Rocky Mount, NC ",2011,18,18,11.7
3150,"Rocky Mount, NC ",2012,14,14,9.1
3151,"Rocky Mount, NC ",2013,16,16,10.5
3152,"Rocky Mount, NC ",2014,19,19,12.6
3153,"Rocky Mount, NC ",2015,20,20,13.5
3154,"Rocky Mount, NC ",2016,12,12,8.2
3155,"Rome, GA ",2006,4,4,4.1
3156,"Rome, GA ",2007,4,4,4.2
3157,"Rome, GA ",2009,3,3,3.1
3158,"Rome, GA ",2010,3,3,3.2
3159,"Rome, GA ",2011,5,5,5.1
3160,"Rome, GA ",2012,5,5,5.2
3161,"Rome, GA ",2013,4,4,4.2
3162,"Rome, GA ",2015,11,11,11.4
3163,"Rome, GA ",2016,5,5,5.2
3164,"Sacramento - Roseville - Arden - Arcade, CA ",2016,95,95,4.2
3165,"Sacramento--Roseville--Arden-Arcade, CA ",2012,84,84,3.8
3166,"Sacramento-Arden-Arcade-Roseville, CA ",2011,95,95,4.4
3167,"SacramentoÌ¢åÛåÓArden-ArcadeÌ¢åÛåÓRoseville, CA ",2007,101,101,4.8
3168,"SacramentoÌ¢åÓåÛArden-ArcadeÌ¢åÓåÛ Roseville, CA ",2009,86,86,4
3169,"SacramentoÌ¢åÓåÛArden-ArcadeÌ¢åÓåÛRoseville, CA ",2008,112,112,5.3
3170,"Sacramento‰ÛÒRoseville‰ÛÒArden-Arcade, CA ",2013,91,91,4.1
3171,"Sacramento‰ÛÒRoseville‰ÛÒArden-Arcade, CA ",2014,89,89,4
3172,"Sacramento‰ÛÒRoseville‰ÛÒArden-Arcade, CA ",2015,111,111,4.9
3173,"Sacramento‰ÛÓArden-Arcade‰ÛÓRoseville, CA ",2010,90,90,4.2
3174,"Sacramento”Ê¼Arden-Arcade”Ê¼Roseville, CA ",2006,112,112,5.4
3175,"Saginaw, MI ",2012,30,30,15.1
3176,"Saginaw, MI ",2013,38,38,19.2
3177,"Saginaw, MI ",2014,16,16,8.2
3178,"Saginaw, MI ",2015,8,8,4.1
3179,"Saginaw, MI ",2016,18,18,9.4
3180,"Saginaw-Saginaw Township North, MI ",2006,28,28,13.5
3181,"Saginaw-Saginaw Township North, MI ",2007,22,22,10.7
3182,"Saginaw-Saginaw Township North, MI ",2008,24,24,12
3183,"Saginaw-Saginaw Township North, MI ",2009,14,14,7
3184,"Saginaw-Saginaw Township North, MI ",2010,7,7,3.5
3185,"Saginaw-Saginaw Township North, MI ",2011,14,14,7
3186,"Salem, OR ",2006,14,14,3.7
3187,"Salem, OR ",2007,4,4,1
3188,"Salem, OR ",2008,16,16,4.1
3189,"Salem, OR ",2009,7,7,1.8
3190,"Salem, OR ",2010,3,5,1.3
3191,"Salem, OR ",2011,12,12,3
3192,"Salem, OR ",2012,13,13,3.3
3193,"Salem, OR ",2013,14,14,3.5
3194,"Salem, OR ",2014,8,8,2
3195,"Salem, OR ",2015,7,7,1.7
3196,"Salem, OR ",2016,19,19,4.6
3197,"Salinas, CA ",2006,15,15,3.6
3198,"Salinas, CA ",2007,29,29,7.1
3199,"Salinas, CA ",2008,36,36,8.9
3200,"Salinas, CA ",2009,51,51,12.5
3201,"Salinas, CA ",2010,44,44,10.7
3202,"Salinas, CA ",2011,34,34,8.1
3203,"Salinas, CA ",2012,45,45,10.6
3204,"Salinas, CA ",2013,47,47,10.9
3205,"Salinas, CA ",2014,34,34,7.8
3206,"Salinas, CA ",2015,60,60,13.8
3207,"Salinas, CA ",2016,56,56,12.9
3208,"Salisbury, MD ",2006,10,10,8.6
3209,"Salisbury, MD ",2007,5,5,4.2
3210,"Salisbury, MD ",2008,8,8,6.7
3211,"Salisbury, MD ",2009,7,7,5.7
3212,"Salisbury, MD ",2010,11,11,9
3213,"Salisbury, MD ",2011,6,6,4.7
3214,"Salisbury, MD-DE ",2012,15,15,3.9
3215,"Salisbury, MD-DE ",2013,11,11,2.9
3216,"Salisbury, MD-DE ",2014,11,11,2.8
3217,"Salisbury, MD-DE ",2015,13,13,3.3
3218,"Salisbury, MD-DE ",2016,15,15,3.8
3219,"Salt Lake City, UT ",2006,23,23,2.2
3220,"Salt Lake City, UT ",2007,45,45,4.1
3221,"Salt Lake City, UT ",2008,22,22,1.9
3222,"Salt Lake City, UT ",2009,21,21,1.9
3223,"Salt Lake City, UT ",2010,32,32,2.9
3224,"Salt Lake City, UT ",2011,24,24,2.1
3225,"Salt Lake City, UT ",2012,25,25,2.2
3226,"Salt Lake City, UT ",2013,20,20,1.8
3227,"Salt Lake City, UT ",2014,26,26,2.2
3228,"Salt Lake City, UT ",2015,31,31,2.6
3229,"Salt Lake City, UT ",2016,47,47,3.9
3230,"San Angelo, TX ",2006,3,3,2.8
3231,"San Angelo, TX ",2007,1,1,0.9
3232,"San Angelo, TX ",2008,6,6,5.5
3233,"San Angelo, TX ",2009,9,9,8.2
3234,"San Angelo, TX ",2010,2,2,1.8
3235,"San Angelo, TX ",2011,0,0,0
3236,"San Angelo, TX ",2013,5,5,4.3
3237,"San Angelo, TX ",2014,5,5,4.2
3238,"San Angelo, TX ",2015,4,4,3.3
3239,"San Angelo, TX ",2016,6,6,5
3240,"San Antonio, TX ",2006,137,137,7
3241,"San Antonio, TX ",2007,140,140,7.1
3242,"San Antonio, TX ",2008,156,156,7.7
3243,"San Antonio-New Braunfels, TX ",2009,130,130,6.3
3244,"San Antonio-New Braunfels, TX ",2010,98,98,4.7
3245,"San Antonio-New Braunfels, TX ",2011,111,111,5.1
3246,"San Antonio-New Braunfels, TX ",2012,114,114,5.1
3247,"San Antonio-New Braunfels, TX ",2013,105,105,4.6
3248,"San Antonio-New Braunfels, TX ",2014,133,134,5.8
3249,"San Antonio-New Braunfels, TX ",2015,128,128,5.4
3250,"San Antonio-New Braunfels, TX ",2016,187,187,7.7
3251,"San Diego-Carlsbad, CA ",2012,107,107,3.4
3252,"San Diego-Carlsbad, CA ",2013,71,71,2.2
3253,"San Diego-Carlsbad, CA ",2014,74,74,2.3
3254,"San Diego-Carlsbad, CA ",2015,84,84,2.5
3255,"San Diego-Carlsbad, CA ",2016,101,101,3
3256,"San Diego-Carlsbad-San Marcos, CA ",2006,126,126,4.3
3257,"San Diego-Carlsbad-San Marcos, CA ",2007,107,107,3.6
3258,"San Diego-Carlsbad-San Marcos, CA ",2008,90,90,3
3259,"San Diego-Carlsbad-San Marcos, CA ",2009,75,75,2.5
3260,"San Diego-Carlsbad-San Marcos, CA ",2010,67,67,2.2
3261,"San Diego-Carlsbad-San Marcos, CA ",2011,82,82,2.6
3262,"San Francisco-Oakland-Fremont, CA ",2006,375,375,8.9
3263,"San Francisco-Oakland-Fremont, CA ",2007,365,365,8.8
3264,"San Francisco-Oakland-Fremont, CA ",2008,344,344,8.1
3265,"San Francisco-Oakland-Fremont, CA ",2009,292,292,6.8
3266,"San Francisco-Oakland-Fremont, CA ",2010,269,269,6.2
3267,"San Francisco-Oakland-Fremont, CA ",2011,264,264,6
3268,"San Francisco-Oakland-Hayward, CA ",2012,288,288,6.5
3269,"San Francisco-Oakland-Hayward, CA ",2013,216,216,4.8
3270,"San Francisco-Oakland-Hayward, CA ",2014,210,210,4.6
3271,"San Francisco-Oakland-Hayward, CA ",2015,249,249,5.3
3272,"San Francisco-Oakland-Hayward, CA ",2016,239,239,5.1
3273,"San Francisco-Redwood City-South San Francisco, CA M.D.",2012,79,79,5.1
3274,"San Francisco-Redwood City-South San Francisco, CA M.D.",2013,59,59,3.7
3275,"San Francisco-Redwood City-South San Francisco, CA M.D.",2014,56,56,3.5
3276,"San Francisco-Redwood City-South San Francisco, CA M.D.",2015,67,67,4.1
3277,"San Francisco-Redwood City-South San Francisco, CA M.D.",2016,67,67,4.1
3278,"San Francisco-San Mateo-Redwood City, CA M.D.",2006,110,110,6.5
3279,"San Francisco-San Mateo-Redwood City, CA M.D.",2007,114,114,6.8
3280,"San Francisco-San Mateo-Redwood City, CA M.D.",2008,121,121,6.9
3281,"San Francisco-San Mateo-Redwood City, CA M.D.",2009,65,65,3.7
3282,"San Francisco-San Mateo-Redwood City, CA M.D.",2010,72,72,4
3283,"San Francisco-San Mateo-Redwood City, CA M.D.",2011,68,68,3.8
3284,"San German, Puerto Rico ",2012,11,11,8.1
3285,"San German, Puerto Rico ",2013,9,9,6.7
3286,"San German, Puerto Rico ",2014,6,6,4.5
3287,"San German, Puerto Rico ",2015,7,7,5.4
3288,"San German, Puerto Rico ",2016,9,9,7
3289,"San German-Cabo Rojo, Puerto Rico ",2006,7,7,4.9
3290,"San German-Cabo Rojo, Puerto Rico ",2007,7,7,4.8
3291,"San German-Cabo Rojo, Puerto Rico ",2008,3,3,2
3292,"San German-Cabo Rojo, Puerto Rico ",2009,3,3,2
3293,"San German-Cabo Rojo, Puerto Rico ",2011,6,6,4.4
3294,"San Jose-Sunnyvale-Santa Clara, CA ",2006,40,40,2.3
3295,"San Jose-Sunnyvale-Santa Clara, CA ",2007,51,51,2.9
3296,"San Jose-Sunnyvale-Santa Clara, CA ",2008,53,53,2.9
3297,"San Jose-Sunnyvale-Santa Clara, CA ",2009,46,46,2.5
3298,"San Jose-Sunnyvale-Santa Clara, CA ",2010,26,26,1.4
3299,"San Jose-Sunnyvale-Santa Clara, CA ",2011,61,61,3.3
3300,"San Jose-Sunnyvale-Santa Clara, CA ",2012,56,56,3
3301,"San Jose-Sunnyvale-Santa Clara, CA ",2013,57,57,3
3302,"San Jose-Sunnyvale-Santa Clara, CA ",2014,44,44,2.3
3303,"San Jose-Sunnyvale-Santa Clara, CA ",2015,45,45,2.3
3304,"San Jose-Sunnyvale-Santa Clara, CA ",2016,58,58,2.9
3305,"San Juan-Caguas-Guaynabo, Puerto Rico ",2006,564,564,21.8
3306,"San Juan-Caguas-Guaynabo, Puerto Rico ",2007,553,553,21.3
3307,"San Juan-Caguas-Guaynabo, Puerto Rico ",2008,603,603,23.1
3308,"San Juan-Caguas-Guaynabo, Puerto Rico ",2009,681,681,26
3309,"San Juan-Caguas-Guaynabo, Puerto Rico ",2011,894,894,36.2
3310,"San Juan-Carolina-Caguas, Puerto Rico ",2012,742,742,32
3311,"San Juan-Carolina-Caguas, Puerto Rico ",2013,655,655,28.7
3312,"San Juan-Carolina-Caguas, Puerto Rico ",2014,526,526,23.5
3313,"San Juan-Carolina-Caguas, Puerto Rico ",2015,453,453,20.6
3314,"San Juan-Carolina-Caguas, Puerto Rico ",2016,504,504,23.4
3315,"San Luis Obispo-Paso Robles, CA ",2006,6,6,2.3
3316,"San Luis Obispo-Paso Robles, CA ",2007,5,5,2
3317,"San Luis Obispo-Paso Robles, CA ",2008,4,4,1.5
3318,"San Luis Obispo-Paso Robles, CA ",2009,4,4,1.5
3319,"San Luis Obispo-Paso Robles, CA ",2010,6,6,2.2
3320,"San Luis Obispo-Paso Robles, CA ",2011,5,5,1.8
3321,"San Luis Obispo-Paso Robles-Arroyo Grande, CA ",2012,6,6,2.2
3322,"San Luis Obispo-Paso Robles-Arroyo Grande, CA ",2013,5,5,1.8
3323,"San Luis Obispo-Paso Robles-Arroyo Grande, CA ",2014,3,3,1.1
3324,"San Luis Obispo-Paso Robles-Arroyo Grande, CA ",2015,3,3,1.1
3325,"San Luis Obispo-Paso Robles-Arroyo Grande, CA ",2016,4,4,1.4
3326,"San Rafael, CA M.D.",2013,2,2,0.8
3327,"San Rafael, CA M.D.",2014,5,5,1.9
3328,"San Rafael, CA M.D.",2015,6,6,2.3
3329,"San Rafael, CA M.D.",2016,3,3,1.1
3330,"San Rafael, CA M.D.2",2012,0,0,0
3331,"Sandusky, OH ",2006,0,0,0
3332,"Sandusky, OH ",2007,1,1,1.3
3333,"Sandusky, OH ",2008,2,2,2.6
3334,"Sandusky, OH ",2009,2,2,2.6
3335,"Sandusky, OH ",2010,0,0,0
3336,"Sandusky, OH ",2011,1,1,1.3
3337,"Santa Ana-Anaheim-Irvine, CA M.D.",2006,80,80,2.7
3338,"Santa Ana-Anaheim-Irvine, CA M.D.",2007,77,77,2.6
3339,"Santa Ana-Anaheim-Irvine, CA M.D.",2008,72,72,2.4
3340,"Santa Ana-Anaheim-Irvine, CA M.D.",2009,69,69,2.3
3341,"Santa Ana-Anaheim-Irvine, CA M.D.",2010,67,67,2.2
3342,"Santa Ana-Anaheim-Irvine, CA M.D.",2011,73,73,2.4
3343,"Santa Barbara-Santa Maria-Goleta, CA ",2006,13,13,3.2
3344,"Santa Barbara-Santa Maria-Goleta, CA ",2007,10,10,2.5
3345,"Santa Barbara-Santa Maria-Goleta, CA ",2008,14,14,3.5
3346,"Santa Barbara-Santa Maria-Goleta, CA ",2009,11,11,2.7
3347,"Santa Barbara-Santa Maria-Goleta, CA ",2010,11,11,2.7
3348,"Santa Barbara-Santa Maria-Goleta, CA ",2011,10,10,2.3
3349,"Santa Cruz-Watsonville, CA ",2006,16,16,6.4
3350,"Santa Cruz-Watsonville, CA ",2007,6,6,2.4
3351,"Santa Cruz-Watsonville, CA ",2008,8,8,3.2
3352,"Santa Cruz-Watsonville, CA ",2009,10,10,4
3353,"Santa Cruz-Watsonville, CA ",2010,14,14,5.5
3354,"Santa Cruz-Watsonville, CA ",2011,10,10,3.8
3355,"Santa Cruz-Watsonville, CA ",2012,10,10,3.7
3356,"Santa Cruz-Watsonville, CA ",2013,11,11,4.1
3357,"Santa Cruz-Watsonville, CA ",2014,9,9,3.3
3358,"Santa Cruz-Watsonville, CA ",2015,6,6,2.2
3359,"Santa Cruz-Watsonville, CA ",2016,5,5,1.8
3360,"Santa Fe, NM ",2006,9,9,6.3
3361,"Santa Fe, NM ",2008,13,13,9
3362,"Santa Fe, NM ",2009,15,15,10.3
3363,"Santa Fe, NM ",2010,10,10,6.6
3364,"Santa Fe, NM ",2011,4,4,2.7
3365,"Santa Fe, NM ",2012,6,6,4.1
3366,"Santa Fe, NM ",2014,4,4,2.7
3367,"Santa Fe, NM ",2016,2,2,1.3
3368,"Santa Maria-Santa Barbara, CA ",2012,6,6,1.4
3369,"Santa Maria-Santa Barbara, CA ",2013,6,6,1.4
3370,"Santa Maria-Santa Barbara, CA ",2014,16,16,3.6
3371,"Santa Maria-Santa Barbara, CA ",2015,18,18,4
3372,"Santa Maria-Santa Barbara, CA ",2016,13,13,2.9
3373,"Santa Rosa, CA ",2012,4,4,0.8
3374,"Santa Rosa, CA ",2013,9,9,1.8
3375,"Santa Rosa, CA ",2014,7,7,1.4
3376,"Santa Rosa, CA ",2015,9,9,1.8
3377,"Santa Rosa, CA ",2016,10,10,2
3378,"Santa Rosa-Petaluma, CA ",2006,11,11,2.3
3379,"Santa Rosa-Petaluma, CA ",2007,8,8,1.7
3380,"Santa Rosa-Petaluma, CA ",2008,12,12,2.6
3381,"Santa Rosa-Petaluma, CA ",2009,9,9,1.9
3382,"Santa Rosa-Petaluma, CA ",2010,6,6,1.3
3383,"Santa Rosa-Petaluma, CA ",2011,11,11,2.2
3384,"Sarasota-Bradenton-Venice, FL ",2006,30,30,4.4
3385,"Savannah, GA ",2006,32,32,9.9
3386,"Savannah, GA ",2007,28,28,8.6
3387,"Savannah, GA ",2008,27,27,8.1
3388,"Savannah, GA ",2009,31,31,9.2
3389,"Savannah, GA ",2010,22,22,6.5
3390,"Savannah, GA ",2011,30,30,8.5
3391,"Savannah, GA ",2012,25,25,7
3392,"Savannah, GA ",2013,36,36,9.8
3393,"Savannah, GA ",2014,35,35,9.4
3394,"Savannah, GA ",2015,57,57,15
3395,"Savannah, GA ",2016,53,53,13.8
3396,"Scranton--Wilkes-Barre--Hazleton, PA ",2012,13,13,2.3
3397,"Scranton-Wilkes-Barre, PA ",2011,15,15,2.7
3398,"ScrantonÌ¢åÛåÓWilkes-Barre, PA ",2007,15,16,2.9
3399,"ScrantonÌ¢åÓåÛWilkes-Barre, PA ",2008,24,24,4.4
3400,"ScrantonÌ¢åÓåÛWilkes-Barre, PA ",2009,26,26,4.7
3401,"Scranton‰ÛÒWilkes-Barre‰ÛÒHazleton, PA ",2013,24,24,4.3
3402,"Scranton‰ÛÒWilkes-Barre‰ÛÒHazleton, PA ",2014,16,17,3
3403,"Scranton‰ÛÓWilkes-Barre, PA ",2010,12,12,2.2
3404,"Scranton”Ê¼Wilkes-Barre, PA ",2006,17,19,3.4
3405,"Seattle-Bellevue-Everett, WA M.D.",2006,82,82,3.3
3406,"Seattle-Bellevue-Everett, WA M.D.",2007,76,76,3
3407,"Seattle-Bellevue-Everett, WA M.D.",2009,60,60,2.3
3408,"Seattle-Bellevue-Everett, WA M.D.",2010,52,52,2
3409,"Seattle-Bellevue-Everett, WA M.D.",2012,72,72,2.6
3410,"Seattle-Bellevue-Everett, WA M.D.",2013,53,53,1.9
3411,"Seattle-Bellevue-Everett, WA M.D.",2014,68,68,2.4
3412,"Seattle-Bellevue-Everett, WA M.D.",2016,71,71,2.4
3413,"Seattle-Bellevue-Everett, WA M.D.2",2015,78,78,2.7
3414,"Seattle-Tacoma-Bellevue, WA ",2006,117,117,3.6
3415,"Seattle-Tacoma-Bellevue, WA ",2007,101,101,3.1
3416,"Seattle-Tacoma-Bellevue, WA ",2009,89,89,2.6
3417,"Seattle-Tacoma-Bellevue, WA ",2010,79,79,2.3
3418,"Seattle-Tacoma-Bellevue, WA ",2011,73,73,2.1
3419,"Seattle-Tacoma-Bellevue, WA ",2012,104,104,2.9
3420,"Seattle-Tacoma-Bellevue, WA ",2013,78,78,2.2
