GEOID,MSA,year,poor,poor_black,poor_indian,poor_asian,poor_hawaiian,poor_other,poor_mixed,poor_hispanic,poor_white
310M300US12620,12620,2016,15.3,,,,,,38.9,,14
3100000US12700,12700,2006,5.1,,,,,,,,4.6
3100000US12700,12700,2007,5.7,,,,,,,,5.2
3100000US12700,12700,2008,7.5,,,,,,,,7.1
3100000US12700,12700,2009,7.3,,,,,,,,6.6
310M100US12700,12700,2010,11.3,,,,,,,,10.1
310M100US12700,12700,2011,9.199999999999999,,,,,,,,8.5
310M100US12700,12700,2012,10.3,,,,,,,30.4,8.6
310M200US12700,12700,2013,9.1,34.6,,,,,,,7.9
310M200US12700,12700,2014,7.7,13,,,,,,,6.7
310M200US12700,12700,2015,6.6,5.3,,,,,,,6.5
310M300US12700,12700,2016,6.5,,,,,,,7.3,6.6
3100000US12940,12940,2006,18.4,32.5,,,,,,,9.699999999999999
3100000US12940,12940,2007,16.1,28.4,,21.4,,,2770,31,7.9
3100000US12940,12940,2008,16,26.8,,9.199999999999999,,26.5,1698,25.4,9.4
3100000US12940,12940,2009,15.6,24.7,,17.3,,,2672,16.3,10
310M100US12940,12940,2010,16.1,26.6,,12.1,,,15.1,16.4,10
310M100US12940,12940,2011,17.6,29.8,,8.699999999999999,,,27.9,23.8,10
310M100US12940,12940,2012,18.7,28.9,,26.9,,,30.9,27.9,11.5
310M200US12940,12940,2013,18.7,30,,21.1,,,24.6,20.1,11.5
310M200US12940,12940,2014,17,25.3,,14.8,,33.2,27.3,34,10.7
310M200US12940,12940,2015,16.2,26.2,,20.3,,,20.4,10.8,10.2
310M300US12940,12940,2016,17.2,27.4,,11.8,,,20.8,18.9,10.9
3100000US12980,12980,2006,17.6,,,,,,,,14.9
3100000US12980,12980,2007,17.1,43.7,,,,,,19.9,13.6
3100000US12980,12980,2008,16,29.1,,,,,1250,32.2,12.5
3100000US12980,12980,2009,17.3,36.1,,,,,1294,16.5,14.6
310M100US12980,12980,2010,16.2,34.6,,,,,,39.7,11.3
310M100US12980,12980,2011,19.6,32.1,,,,,31.9,43.7,16.6
310M100US12980,12980,2012,17.9,28.3,,,,,,23.6,15.9
310M200US12980,12980,2013,18.6,42.2,,,,,33.2,28.9,14.5
310M200US12980,12980,2014,14.8,34.2,,,,,,25.5,10.8
310M200US12980,12980,2015,15.8,30,,,,,19.1,31,12.9
310M300US12980,12980,2016,16.9,27.4,,,,,26.5,,13.9
3100000US13020,13020,2006,13.7,,,,,,,,12
3100000US13020,13020,2007,10.6,,,,,,,,9.800000000000001
3100000US13020,13020,2008,12.1,,,,,,,10,11
3100000US13020,13020,2009,12,,,,,,,,10.1
310M100US13020,13020,2010,16.2,,,,,,,56.3,12.6
310M100US13020,13020,2011,12.4,,,,,,,21.4,11
310M100US13020,13020,2012,12.9,,,,,,,6.3,12.5
310M200US13020,13020,2013,17.4,,,,,,,25.6,16.4
310M200US13020,13020,2014,17.5,,,,,,,34.2,15
310M200US13020,13020,2015,14.6,,,,,,,30.4,12.5
310M300US13020,13020,2016,15.9,,,,,,,27.3,14
3100000US13140,13140,2006,18.5,33.1,,,,29.4,,30.5,11.2
3100000US13140,13140,2007,14.4,26.3,,16.1,,15.2,,19.5,8.9
3100000US13140,13140,2008,15.4,25.2,,22.9,,22.8,,25.9,9.800000000000001
3100000US13140,13140,2009,16.8,31.2,,24.5,,30,,24.4,9.199999999999999
310M100US13140,13140,2010,19.6,33,,19.9,,47.4,35.8,29.2,12.1
310M100US13140,13140,2011,17.6,30.6,,15.5,,34.5,26.3,29.4,9.9
310M100US13140,13140,2012,19.1,31.1,,17.8,,30.9,26.8,25.2,12.9
310M200US13140,13140,2013,18.6,31,,20.2,,,,24.6,12.1
310M200US13140,13140,2014,18.6,30.4,,14.6,,,22.8,25.7,12.1
310M200US13140,13140,2015,15.7,24.9,,29.6,,,25.7,16.1,11
310M300US13140,13140,2016,17.2,29.6,,24.7,,,,27.4,9.5
3100000US13180,13180,2006,7,,,,,,,,5.2
3100000US13180,13180,2007,8.699999999999999,,,,,,,,8
3100000US13180,13180,2008,7.7,,,,,,,30.2,6.9
3100000US13180,13180,2009,9.1,,,,,,,,8.199999999999999
310M100US13180,13180,2010,7.9,,,,,,,,7.6
310M100US13180,13180,2011,11.1,,,,,,,,10.5
310M100US13180,13180,2012,8.800000000000001,,,,,,,,8.199999999999999
310M200US13180,13180,2013,8.5,,,,,,,,8.300000000000001
310M200US13180,13180,2014,9.4,,,,,,,,9.300000000000001
310M200US13180,13180,2015,7.6,,,,,,,,7.6
310M300US13180,13180,2016,9.800000000000001,,,,,,,,9.699999999999999
3100000US13220,13220,2006,14.5,,,,,,,,13.8
3100000US13220,13220,2007,15.8,26.2,,,,,,,14.6
3100000US13220,13220,2008,20,61.7,,,,,,,16.3
3100000US13220,13220,2009,18.1,22.2,,,,,,,18.1
310M100US13220,13220,2010,16.7,52.8,,,,,,,11.8
310M100US13220,13220,2011,15.3,33.8,,,,,,,13.3
310M100US13220,13220,2012,17.7,40.2,,,,,,,16.1
310M200US13220,13220,2013,21.8,36.7,,,,,,,19.9
310M200US13220,13220,2014,17.4,28.5,,,,,,,16.1
310M200US13220,13220,2015,18,27.9,,,,,,,17.6
310M300US13220,13220,2016,15.9,,,,,,,,16.6
3100000US13380,13380,2006,14.9,,,,,,,,13.7
3100000US13380,13380,2007,16,,28.2,28.5,,,,24.4,14.4
3100000US13380,13380,2008,14.7,,35.5,,,,2067,14.6,13.9
3100000US13380,13380,2009,16.3,,14.5,16.3,,,1018,30.4,15.2
310M100US13380,13380,2010,14.3,,33.1,,,,20.1,27.9,12.6
310M100US13380,13380,2011,15.7,,24.1,,,,,25.5,14.4
310M100US13380,13380,2012,16.6,,48.2,,,,9.6,25.2,13.4
310M200US13380,13380,2013,17,,16.6,,,,36.4,26.6,15.5
310M200US13380,13380,2014,16.1,,39.1,,,,29.8,30.6,13.6
310M200US13380,13380,2015,14.5,,29.1,,,,18.6,20.3,12.6
310M300US13380,13380,2016,15.9,,24.9,13.3,,23.6,25,19.5,14.4
3100000US13460,13460,2006,8.9,,,,,,,,8.300000000000001
3100000US13460,13460,2007,8.199999999999999,,,,,,,,7.9
3100000US13460,13460,2008,10.4,,,,,,,21.7,9.300000000000001
3100000US13460,13460,2009,11.3,,,,,,,39.3,8.9
310M100US13460,13460,2010,15.4,,,,,,,50.4,11.8
310M100US13460,13460,2011,13.3,,,,,,,,12
310M100US13460,13460,2012,16.8,,,,,,,37.1,14.6
310M200US13460,13460,2013,16,,,,,,,,14.8
310M200US13460,13460,2014,13.1,,,,,,,24.1,11.1
310M200US13460,13460,2015,14.8,,,,,,,30.1,13.3
310M300US13460,13460,2016,10.7,,,,,,,9.800000000000001,10.4
3100000US13740,13740,2006,11.2,,,,,,,,8.800000000000001
3100000US13740,13740,2007,8.5,,43.4,,,,,,6.5
3100000US13740,13740,2008,10.5,,,,,,,,9.9
3100000US13740,13740,2009,11.5,,42.2,,,,,34.1,8.199999999999999
310M100US13740,13740,2010,13.5,,36.4,,,,,23.4,11.9
310M100US13740,13740,2011,12.8,,26.9,,,,,20,11.8
310M100US13740,13740,2012,12.3,,34.3,,,,,24.8,10.4
310M200US13740,13740,2013,12.9,,56.6,,,,38.2,20.8,10.2
310M200US13740,13740,2014,12.2,,35.8,,,,,24.8,10.3
310M200US13740,13740,2015,9.6,,14.3,,,,,13,9.1
310M300US13740,13740,2016,7.3,,,,,,,6.9,7.5
3100000US13780,13780,2006,11.7,,,,,,,,10.6
3100000US13780,13780,2007,13.6,38.7,,40.2,,,715,28.8,11.6
3100000US13780,13780,2008,12.5,37.9,,,,,1680,17.9,10.5
3100000US13780,13780,2009,15.6,37.3,,36.7,,,1075,38.7,13.4
310M100US13780,13780,2010,15,46.8,,27.3,,,31.3,34.9,12.5
310M100US13780,13780,2011,16,48.3,,31.9,,,42.1,37.6,13.1
310M100US13780,13780,2012,15.5,33.9,,17.7,,,33.7,34.8,13.6
310M200US13780,13780,2013,16.4,40,,42,,,38.2,47.7,13.1
310M200US13780,13780,2014,15.6,51.7,,38.9,,,25.8,42.3,12.1
310M200US13780,13780,2015,16.5,39,,32.7,,,48.5,24.6,13.8
310M300US13780,13780,2016,16,38.9,,,,,45.8,42.3,12.6
3100000US13820,13820,2006,13.1,22.9,,,,,,27.7,8.5
3100000US13820,13820,2007,13.7,26.5,,,,21.6,2889,18,8.1
3100000US13820,13820,2008,12,20.9,,,,,4994,23.7,7.6
3100000US13820,13820,2009,14.3,24.6,,5.6,,27.6,2020,25.8,9.300000000000001
310M100US13820,13820,2010,17,29,,14,,14.2,12.6,33.5,10.9
310M100US13820,13820,2011,16.5,28,,7.2,,43,23.6,33.9,10.4
310M100US13820,13820,2012,16.8,27.8,,8.800000000000001,,36.1,26.8,32.9,10.9
310M200US13820,13820,2013,16.9,26.5,,16.4,,30.2,15.2,34.8,11.5
310M200US13820,13820,2014,17.5,27,,5.3,,40.3,31.8,39.9,11.9
310M200US13820,13820,2015,15.7,26.8,,8.300000000000001,,45,16.2,33,9.699999999999999
310M300US13820,13820,2016,13.9,20.7,,6.1,,21.1,28,25.1,9.9
3100000US13900,13900,2006,9.1,,,,,,,,8.199999999999999
3100000US13900,13900,2007,7.1,,48.6,,,,,,5.4
3100000US13900,13900,2008,8.9,,,,,,,,6.8
3100000US13900,13900,2009,8.5,,,,,,,,6.9
310M100US13900,13900,2010,9.5,,,,,,,,8.699999999999999
310M100US13900,13900,2011,8.699999999999999,,,,,,,,6.5
310M100US13900,13900,2012,6.6,,,,,,,,6.3
310M200US13900,13900,2013,8.300000000000001,,43.8,,,,,,5
310M200US13900,13900,2014,9.800000000000001,,41.7,,,,,,7.1
310M200US13900,13900,2015,10.5,,57.8,,,,,,7
310M300US13900,13900,2016,9.199999999999999,,59.6,,,,,,5
3100000US13980,13980,2006,19.7,,,,,,,,18.2
3100000US13980,13980,2007,20.8,34.6,,,,,,,19.3
3100000US13980,13980,2008,20.6,,,,,,,,20
3100000US13980,13980,2009,20.1,,,,,,,,18
310M100US13980,13980,2010,22.2,,,,,,,,20.2
310M100US13980,13980,2011,21.3,28.7,,,,,,,20.8
310M100US13980,13980,2012,23.7,,,39.7,,,,,22
310M200US13980,13980,2013,22.7,57.7,,,,,,,19.6
310M200US13980,13980,2014,23.1,41.7,,,,,,,21.6
310M200US13980,13980,2015,19,31.4,,,,,43.4,,16.7
310M300US13980,13980,2016,19.3,32.7,,,,,,46.7,17
310M200US14010,14010,2013,15,39.7,,,,,,20.1,13.2
310M200US14010,14010,2014,14.4,43.3,,,,,,22.6,12.4
310M200US14010,14010,2015,11.5,27,,,,,,,10.5
310M300US14010,14010,2016,12.8,25.3,,,,,,,11.9
3100000US14020,14020,2006,22.6,,,,,,,,21.6
3100000US14020,14020,2007,23.3,61.3,,,,,,,21
3100000US14020,14020,2008,18.6,,,56.9,,,,,16.6
3100000US14020,14020,2009,20.7,,,,,,,36.2,19.4
310M100US14020,14020,2010,21.5,,,,,,,,19.4
310M100US14020,14020,2011,21.8,,,,,,,,19.7
310M100US14020,14020,2012,23,,,43,,,,,21.2
310M200US14020,14020,2013,22.7,,,50.7,,,,,20.2
310M200US14020,14020,2014,24.1,,,49.8,,,,47.9,20.2
310M200US14020,14020,2015,24.2,,,57.4,,,23.4,,21.8
310M300US14020,14020,2016,23.7,,,,,,21.1,,21.5
3100000US14060,14060,2006,12.7,,,,,,,,10.9
3100000US14060,14060,2007,13.3,39.4,,,,,,,11.2
3100000US14060,14060,2008,11.8,23.3,,,,,1711,,10.1
3100000US14060,14060,2009,15.9,21,,7.6,,,,16.9,15.2
310M100US14060,14060,2010,11.8,17.6,,,,,,20.2,11.5
310M100US14060,14060,2011,15.9,53.4,,,,,,,13.3
310M100US14060,14060,2012,15.7,43.4,,,,,5,22.8,14
3100000US14100,14100,2006,10.9,,,,,,,,10.9
3100000US14100,14100,2007,12.4,,,,,,,,12.2
3100000US14100,14100,2008,13.4,,,,,,,,12.1
3100000US14100,14100,2009,11.8,,,,,,,,11.2
310M100US14100,14100,2010,16.5,,,,,,,,16.1
310M100US14100,14100,2011,15.5,,,,,,,,15
310M100US14100,14100,2012,10.5,,,,,,,,10.4
310M200US14100,14100,2013,16.5,,,,,,,,14.5
310M200US14100,14100,2014,13.2,,,,,,,,13
310M200US14100,14100,2015,13.3,,,,,,,,12
310M300US14100,14100,2016,12.8,,,,,,,,11.3
3100000US14140,14140,2006,21.4,,,,,,,,21.3
3100000US14140,14140,2007,21.4,63.3,,,,,,,18.9
3100000US14140,14140,2008,21.1,,,,,,,,20
3100000US14140,14140,2009,17.9,,,,,,,,17.8
310M100US14140,14140,2010,20.4,22.7,,,,,,,20.6
310M100US14140,14140,2011,19,32.5,,,,,,,17.5
310M100US14140,14140,2012,20.9,51.8,,,,,,,19.5
310M200US14140,14140,2013,24.3,39.8,,,,,,,23.5
310M200US14140,14140,2014,19.4,64.40000000000001,,,,,,,16.3
310M200US14140,14140,2015,17.9,,,,,,,,17.7
310M300US14140,14140,2016,17.5,23.4,,,,,,,17.2
3100000US14260,14260,2006,10.3,,,,,22.6,,26.9,8.1
3100000US14260,14260,2007,10.3,,,14.5,,23,2697,23.2,8
3100000US14260,14260,2008,11.4,,,15.4,,18.4,2853,24.3,9.199999999999999
3100000US14260,14260,2009,14.3,,,10.9,,26.6,2351,32.9,11.7
310M100US14260,14260,2010,16.2,,45.8,24.1,,34.9,28.7,32.5,13.1
310M100US14260,14260,2011,16.2,,,22.7,,37.7,28.1,33.2,12.8
310M100US14260,14260,2012,15.4,,,16.6,,27,21.4,28.4,13.2
310M200US14260,14260,2013,16.9,,,14.5,,37.8,34.6,26.4,14.9
310M200US14260,14260,2014,13.9,,,12.7,,26.2,30.7,27.2,10.9
310M200US14260,14260,2015,13.4,,18.9,6.8,,31,20.4,23.1,11.5
310M300US14260,14260,2016,12.7,,,8.300000000000001,,21.7,15.7,21.3,11.1
3100000US14460,14460,2006,9.199999999999999,21.5,,14.4,,23.3,13169,23.2,6.4
3100000US14460,14460,2007,9.199999999999999,20.1,21.7,13.2,,27.5,14248,24.9,6.3
3100000US14460,14460,2008,9.199999999999999,17.8,16.6,12.5,,27.5,14761,23,6.6
3100000US14460,14460,2009,9.300000000000001,20.5,25,11.7,,28.2,16851,24.7,6.5
310M100US14460,14460,2010,10.3,24,20.6,13.1,,27.9,20.1,27.2,6.8
310M100US14460,14460,2011,10.7,21.5,21.6,15.3,,28.3,19.1,26.9,7.2
310M100US14460,14460,2012,10.7,21.9,24,16.6,,25.6,16.2,25.7,7.1
310M200US14460,14460,2013,10.4,19.9,15.4,14.3,,29.1,18.5,25,7.1
310M200US14460,14460,2014,10.6,21.5,18.5,14,,30.7,20.3,26.3,6.9
310M200US14460,14460,2015,10.2,21.5,13,13.2,,25,16.3,23.2,6.8
310M300US14460,14460,2016,9.6,20.8,24.1,14.2,,20.9,15.6,23.4,6
3100000US14500,14500,2006,11.5,,,,,,,18.7,10.1
3100000US14500,14500,2007,12.8,,,,,30.8,,33.5,9.800000000000001
3100000US14500,14500,2008,10.7,,,4.9,,32.9,,18,9.4
3100000US14500,14500,2009,13.9,,,8.800000000000001,,34.2,,28.1,11.7
310M100US14500,14500,2010,14.7,,,9.6,,31.3,17.8,31.7,11.8
310M100US14500,14500,2011,14.1,,,11,,,15.2,31.8,10.7
310M100US14500,14500,2012,14.5,,,11.6,,26.5,,24,12.9
310M200US14500,14500,2013,13.9,,,12.4,,38.5,10.8,31.1,11.2
310M200US14500,14500,2014,14.1,,,8.4,,,21.7,27.2,11.6
310M200US14500,14500,2015,12.9,,,11.7,,,13.8,27.3,10.2
310M300US14500,14500,2016,11,,,10.7,,16.8,,11.7,10.7
3100000US14540,14540,2006,17.8,,,,,,,,15.3
3100000US14540,14540,2007,18.3,33.2,,,,,,25.9,16.7
3100000US14540,14540,2008,18.9,13.6,,,,,,,18.2
3100000US14540,14540,2009,17.7,38.5,,,,,,,15.1
310M100US14540,14540,2010,20.5,37.9,,,,,,36.3,18.1
310M100US14540,14540,2011,18.5,19.6,,,,,,32.6,16.2
310M100US14540,14540,2012,19.7,43.7,,,,45,,37.6,15.9
310M200US14540,14540,2013,19.7,37.9,,,,60.2,,49.8,16.8
310M200US14540,14540,2014,18.6,18.6,,,,,,39.8,15
310M200US14540,14540,2015,19.7,38.1,,31.5,,,,29.1,17
310M300US14540,14540,2016,19.7,23.6,,,,,,36.6,17.3
3100000US14580,14580,2006,10.8,,,,,,,,10.8
3100000US14580,14580,2007,14,,,,,,,,12.9
3100000US14580,14580,2008,11.5,,,,,,,,11
3100000US14580,14580,2009,15.2,,,,,,,,13.1
310M100US14580,14580,2010,14.1,,,,,,,,14.1
310M100US14580,14580,2011,12.8,,,,,,,,12.5
310M100US14580,14580,2012,13.8,,,,,,,,11.5
310M200US14580,14580,2013,14.9,,,,,,,,13.1
310M200US14580,14580,2014,15.6,,,,,,,,14.6
310M200US14580,14580,2015,11.3,,,,,,,,10.9
310M300US14580,14580,2016,13.1,,,,,,,,12.1
3100000US14600,14600,2008,11.1,16.9,,12,,31.7,1804,24.2,8.800000000000001
3100000US14600,14600,2009,13.7,34,,12.1,,34.9,2214,33,9.800000000000001
3100000US14660,14660,2006,9.4,,,,,,,,8.4
3100000US14660,14660,2007,9.9,,33,,,,,,9.1
3100000US14660,14660,2008,12.3,,35.5,,,,,,11.2
3100000US14660,14660,2009,14.2,,26.8,,,,362,,13.4
310M100US14660,14660,2010,13.3,,45.5,,,,,,11.5
310M100US14660,14660,2011,15.1,,38.9,,,,,75,13.1
310M100US14660,14660,2012,14.6,,51.7,,,,31.6,,12.6
310M200US14660,14660,2013,11,,29.4,,,,,,9.6
310M200US14660,14660,2014,11.3,,47.8,,,,,,9.199999999999999
310M200US14660,14660,2015,10.8,,40.4,,,,,,8.9
310M300US14660,14660,2016,12.6,,46.4,,,,,11.5,10.8
3100000US14700,14700,2006,14.3,,,,,,,,14.1
3100000US14700,14700,2007,11.5,,,,,,1213,,10
3100000US14700,14700,2008,15.4,,,,,,835,,14.8
3100000US14700,14700,2009,16.3,,,,,,926,,14.9
310M100US14700,14700,2010,20.2,,,,,,30.2,,20.3
310M100US14700,14700,2011,21.8,,,,,,,,19.1
310M100US14700,14700,2012,19,,,,,,,,17.1
310M200US14700,14700,2013,17.4,,,,,,,,16.7
310M200US14700,14700,2014,17.4,,,,,,,,16.4
310M200US14700,14700,2015,14.1,,,,,,,,13.2
310M300US14700,14700,2016,14.6,,,,,,,21.9,13.8
3100000US14740,14740,2006,8.6,,,,,,,,8.199999999999999
3100000US14740,14740,2007,8.5,48.5,,6.8,,,,,7.1
3100000US14740,14740,2008,10.2,,,7.2,,,1218,12.9,10
3100000US14740,14740,2009,7.4,,,,,,1356,24.7,6.1
310M100US14740,14740,2010,11.3,,,15.1,,,25.7,14.9,9.5
310M100US14740,14740,2011,10.7,25.5,,8.699999999999999,,,19.3,20.7,9
310M100US14740,14740,2012,11,,33.6,4.8,,,16.7,15.4,10.2
310M200US14740,14740,2013,11.3,28.5,,6,,,12.6,10.3,10.5
310M200US14740,14740,2014,11,,32.7,8.699999999999999,,,16.4,15.7,10.1
310M200US14740,14740,2015,9.6,24.6,,5.7,,,11.9,6.1,9.1
310M300US14740,14740,2016,10,,18.1,5.8,,18.5,9.1,15.4,9
3100000US14860,14860,2006,6.6,17.9,,7.5,,13.1,,14.4,3.4
3100000US14860,14860,2007,6.6,16.2,,7.7,,17.5,740,14.9,3.5
3100000US14860,14860,2008,8.5,20.6,,6.7,,25.2,1386,20,4.4
3100000US14860,14860,2009,8.300000000000001,18.9,,7.2,,24.8,1549,20.2,4.1
310M100US14860,14860,2010,9.4,20.6,,7.4,,22.1,13.5,19.4,5.1
310M100US14860,14860,2011,9.4,23.3,,7,,26.2,12.4,21.3,4.4
310M100US14860,14860,2012,8.9,21.4,,2.2,,19.9,12.2,19.6,4.5
310M200US14860,14860,2013,9.6,20.5,,12.7,,21.2,17.8,18.6,5
310M200US14860,14860,2014,8.9,17.6,,5.4,,19.9,21.4,19,4.3
310M200US14860,14860,2015,8.9,17.3,,7.1,,20.1,7.7,19.7,4.7
310M300US14860,14860,2016,8.6,17.2,,9.300000000000001,,18.2,10.9,15.9,4.6
3100000US15180,15180,2006,35.9,,,,,36.3,,39.9,10.2
3100000US15180,15180,2007,34.7,,,,,32.1,1444,38.7,9.5
3100000US15180,15180,2008,34.7,,,,,40.9,,38.6,9.5
3100000US15180,15180,2009,34.3,,,,,24.3,1025,37.2,16.6
310M100US15180,15180,2010,36.3,,,,,45.1,,39.8,11
310M100US15180,15180,2011,34.1,,,,,36.3,34.5,36.7,14.7
310M100US15180,15180,2012,36.1,,,,,43.6,33.2,38.3,19.1
310M200US15180,15180,2013,32.5,,,,,32.9,,35.5,10.9
310M200US15180,15180,2014,35.2,,,,,21.3,,37.9,15.2
310M200US15180,15180,2015,32.4,,,,,24.8,36.8,35,11.8
310M300US15180,15180,2016,29.3,,,,,31.9,,31.2,14.2
3100000US15260,15260,2006,18.8,35.1,,,,,,,13.2
3100000US15260,15260,2007,11.7,21.6,,,,,,37.5,7.1
3100000US15260,15260,2008,17.9,36.1,,,,,,,11.8
3100000US15260,15260,2009,17.6,32.4,,,,,,,11.8
310M100US15260,15260,2010,19.8,29.7,,,,,,,14.4
310M100US15260,15260,2011,18.5,30.8,,,,,,,13.1
310M100US15260,15260,2012,18.6,36.9,,,,,,,12.5
310M200US15260,15260,2013,19.8,48.7,,,,,,,11.7
310M200US15260,15260,2014,20.2,32,,,,33.8,,43.4,14.4
310M200US15260,15260,2015,19.7,34.5,,,,,,,14.7
310M300US15260,15260,2016,20.9,32.8,,,,,,,16.1
3100000US15380,15380,2006,14.2,35.2,,,,,6105,47.3,9.6
3100000US15380,15380,2007,13.5,34.9,24.9,19,,47.6,3885,37.1,9.300000000000001
3100000US15380,15380,2008,13.3,34.6,15.3,20.2,,50.1,3968,38.5,8.699999999999999
3100000US15380,15380,2009,14,36.2,31.7,17.5,,44.3,4849,35.9,9.5
310M100US15380,15380,2010,14.4,37.3,21.7,34.8,,48.8,23,36.4,9.1
310M100US15380,15380,2011,14.8,39.1,18.3,21.8,,41.9,31.5,34.4,9.5
310M100US15380,15380,2012,14.2,36.2,17.4,32.2,,43.5,28,38.1,9.1
310M200US15380,15380,2013,14.9,37.9,43.9,30.9,,45,32.5,34.8,9.300000000000001
310M200US15380,15380,2014,14.8,32.7,28.6,30.5,,55.8,30.5,41.8,9.6
310M200US15380,15380,2015,15.7,37.9,37.4,33,,47.9,42.6,37.1,9.699999999999999
310M300US15380,15380,2016,13.8,32.3,38,30.6,,40.1,27.3,31.7,8.9
3100000US15500,15500,2006,20.1,,,,,,,,12.6
3100000US15500,15500,2007,13.1,24.6,,,,21.9,,21.4,9.199999999999999
3100000US15500,15500,2008,17.7,28.9,,,,42.8,,39.3,11.5
3100000US15500,15500,2009,15.4,24.1,,,,22,,24.9,11.5
310M100US15500,15500,2010,18.9,32.4,,,,54.6,,43.6,11.3
310M100US15500,15500,2011,18.6,28.7,,,,37,,30.5,13.2
310M100US15500,15500,2012,20.3,24.8,,,,42.8,43.6,39.2,15
310M200US15500,15500,2013,20.7,27.1,,,,50.1,47.7,47,13.5
310M200US15500,15500,2014,18.3,24.6,,,,38.8,,30.2,14.1
310M200US15500,15500,2015,20.1,34.2,,,,32.1,35.6,29.4,14.2
310M300US15500,15500,2016,16.7,29.8,,,,36.5,,34.4,10
3100000US15540,15540,2006,10,,,,,,,,9
3100000US15540,15540,2007,7.9,,,,,,,,7.2
3100000US15540,15540,2008,10.2,,,,,,,,9.800000000000001
3100000US15540,15540,2009,10.6,,,23.9,,,,,9.300000000000001
310M100US15540,15540,2010,12.5,,,30.1,,,,,11.1
310M100US15540,15540,2011,11,,,,,,23.6,,10
310M100US15540,15540,2012,11.1,,,20.8,,,21.8,27,9.9
310M200US15540,15540,2013,10.5,,,,,,,,10.1
310M200US15540,15540,2014,10.4,33.9,,,,,20.1,,9.800000000000001
310M200US15540,15540,2015,10.4,32,,,,,,,9.1
310M300US15540,15540,2016,10.3,,,5.9,,,15.5,,10
310M200US15680,15680,2013,6.4,18.5,,,,,,,4.5
310M200US15680,15680,2014,7.5,14,,14.3,,,,,4.9
310M200US15680,15680,2015,8,14.3,,,,,,,5.6
310M300US15680,15680,2016,10,11.8,,,,,,,9.1
3100000US15940,15940,2006,12.8,38.3,,,,,,,10.2
3100000US15940,15940,2007,10.5,30.5,,,,,,23.7,8.5
3100000US15940,15940,2008,12,40.2,,,,,3447,,9.4
3100000US15940,15940,2009,14.7,38.1,,,,,2829,31.4,12.4
310M100US15940,15940,2010,14.7,40.4,,,,,34.3,29.2,12
310M100US15940,15940,2011,16.5,32.1,,16.8,,,45.3,30.1,14.3
310M100US15940,15940,2012,14.6,33.2,,,,,33.9,26.7,12.5
310M200US15940,15940,2013,15.7,30.2,,,,,32.1,24.2,13.9
310M200US15940,15940,2014,14.6,40.3,,,,,49.1,35,11.1
310M200US15940,15940,2015,13.2,35.8,,13,,,27,23.4,10.8
310M300US15940,15940,2016,13,38.1,,,,,34.6,22.3,10.2
3100000US15980,15980,2006,9,20.9,,,,,,16.5,6.4
3100000US15980,15980,2007,10.3,21.2,,9.1,,22.7,1719,19.4,6.8
3100000US15980,15980,2008,10.6,22.3,,,,15,1048,18.4,7.5
3100000US15980,15980,2009,12.7,24,,11.1,,32.8,1909,24.7,8.5
310M100US15980,15980,2010,17.4,35.5,,4.3,,31.8,27.7,31.5,11.7
310M100US15980,15980,2011,15.3,33.3,,26.7,,26.3,,29.9,9.199999999999999
310M100US15980,15980,2012,15.3,25.2,,17.1,,39.1,23.1,32.8,9.300000000000001
310M200US15980,15980,2013,16.5,30.2,,14.4,,30.8,29.2,30.2,10.9
310M200US15980,15980,2014,16.3,28.8,,7.3,,27.1,13.3,28.3,11.6
310M200US15980,15980,2015,16.4,29.6,,9.5,,14.2,10.2,25,12.7
310M300US15980,15980,2016,12.9,21.2,,12.7,,36.7,8.300000000000001,22.2,9.199999999999999
3100000US16020,16020,2006,16.5,,,,,,,,15.1
3100000US16020,16020,2007,13.2,40.1,,,,,,,10.7
3100000US16020,16020,2008,16.6,58.9,,,,,,24.3,12.1
3100000US16020,16020,2009,16,29.3,,,,,,,14.7
310M100US16020,16020,2010,19.1,55.3,,,,,,,14.2
310M100US16020,16020,2011,18.4,67.8,,,,,,,13.8
310M100US16020,16020,2012,17.7,54.6,,,,,,,13.7
310M200US16020,16020,2013,18,53.6,,,,,,,12.9
310M200US16020,16020,2014,21.3,48.4,,,,,,,17.7
310M200US16020,16020,2015,19.6,42.9,,,,,,,16.9
310M300US16020,16020,2016,17.6,27.1,,,,,,,15.3
310M200US16060,16060,2013,22.8,60,,,,,47.4,45.6,17.9
310M200US16060,16060,2014,22.8,47.5,,,,,,,18.9
310M200US16060,16060,2015,18.9,41.3,,,,,,,15.2
310M300US16060,16060,2016,18.8,42.9,,,,,,,15.7
3100000US16180,16180,2009,15.3,,,,,,,20.6,11.7
310M100US16180,16180,2010,16.7,,,,,,,36.2,9.699999999999999
310M100US16180,16180,2011,13.5,,,,,,,25.5,9.800000000000001
310M100US16180,16180,2012,17.1,,,,,,,31.1,13
310M200US16180,16180,2013,15.1,,,,,,,13.2,15.1
310M200US16180,16180,2014,22.4,,,,,,,40.9,15.3
310M200US16180,16180,2015,18.7,,,,,,,25.8,15.3
310M300US16180,16180,2016,11,,,,,,,14,9.4
3100000US16220,16220,2006,10.5,,,,,,,,9.9
3100000US16220,16220,2007,9.4,,,,,,,,9.1
3100000US16220,16220,2008,7.2,,,,,,,,7.4
3100000US16220,16220,2009,8,,,,,,,,7.4
