GEOID,MSA,year,pop15up,pct15up_married,pct15up_widowed,pct15up_divorced,pct15up_separated,pct15up_nevermar,pct15up_married_m,pct15up_widowed_m,pct15up_divorced_m,pct15up_separated_m,pct15up_nevermar_m,pct15up_married_f,pct15up_widowed_f,pct15up_divorced_f,pct15up_separated_f,pct15up_nevermar_f
3100000US34820,34820,2009,218461,55,6.3,10.5,2.1,26.1,57.9,2.8,8.6,2,28.7,52.4,9.6,12.2,2.2,23.6
310M100US34820,34820,2010,225073,50.2,7.9,10.2,3.1,28.6,53.7,3.5,9.1,1.8,31.9,46.9,12,11.2,4.2,25.7
310M100US34820,34820,2011,230397,49.1,7.9,10.3,3.3,29.3,50.3,3,10.1,2.9,33.7,48,12.6,10.6,3.7,25.1
310M100US34820,34820,2012,235423,49.5,7.4,12.6,3,27.4,52.2,3.7,12.1,2.4,29.6,47.1,10.9,13.1,3.5,25.5
310M200US34820,34820,2013,339740,51.6,7,11.5,3,27,53.7,3.2,10,2.3,30.7,49.5,10.5,12.8,3.6,23.6
310M200US34820,34820,2014,352411,49.9,7.2,12.6,3.7,26.6,52.6,3.1,11.2,3.5,29.6,47.3,11.1,13.8,3.9,23.9
310M200US34820,34820,2015,367216,53.4,6.8,11.4,2.8,25.6,55.1,2.9,11.3,2.4,28.3,51.9,10.3,11.5,3.2,23.2
310M300US34820,34820,2016,382986,49.6,7.3,13.2,3.4,26.4,52.1,2.9,12.3,2.9,29.8,47.4,11.3,14.1,3.9,23.4
310M100US34860,34860,2011,52300,40.4,6.5,10.2,1.4,41.5,46.7,2.4,6.1,.7,44.1,35.1,10.1,13.7,2,39.2
310M100US34860,34860,2012,52906,43,6.5,11.3,1.3,37.9,50.4,2.7,8.800000000000001,.7,37.6,36.5,10,13.5,1.9,38.2
310M200US34860,34860,2013,,,,,,,,,,,,,,,,
310M200US34860,34860,2014,,,,,,,,,,,,,,,,
310M200US34860,34860,2015,,,,,,,,,,,,,,,,
310M300US34860,34860,2016,,,,,,,,,,,,,,,,
3100000US34900,34900,2006,108603,51.1,7.1,10.2,1.5,30.2,52.6,2.9,6.4,1.7,36.4,49.6,11.3,14,1.2,23.9
3100000US34900,34900,2007,108355,50.6,7.2,12.2,1.4,28.6,51.9,2.3,10.3,1.6,34,49.3,12.3,14.2,1.2,23
3100000US34900,34900,2008,108682,51.8,6.4,11.4,.8,29.6,54.3,2.7,8.699999999999999,.8,33.4,49.2,10.3,14.3,.7,25.5
3100000US34900,34900,2009,108744,51.6,6,10.7,1.7,30.1,53.7,2.1,8.199999999999999,1.6,34.3,49.5,9.9,13.2,1.8,25.7
310M100US34900,34900,2010,110845,50.3,6.2,11.5,2.4,29.7,53,3.3,9.5,2.6,31.7,47.6,9.1,13.5,2.1,27.7
310M100US34900,34900,2011,112559,50,6,12.1,2.1,29.9,54,2.7,8.6,1.8,32.9,46,9.199999999999999,15.5,2.3,27.1
310M100US34900,34900,2012,113321,49.7,6.1,10.6,2.2,31.5,51,3,9,2.2,34.8,48.4,9.1,12.1,2.2,28.2
310M200US34900,34900,2013,,,,,,,,,,,,,,,,
310M200US34900,34900,2014,116707,53,5.5,11.5,2.2,27.8,55.4,2.1,8.6,1.7,32.2,50.7,8.800000000000001,14.3,2.6,23.5
310M200US34900,34900,2015,117270,48.6,6.7,11,1.2,32.4,49.9,2.6,10,1.3,36.1,47.4,10.6,12,1.1,28.8
310M300US34900,34900,2016,117471,48.8,6.6,11.5,1.7,31.3,51.5,2.7,8.5,1.7,35.5,46.2,10.3,14.4,1.7,27.3
3100000US34940,34940,2006,260761,56.9,8.4,10.1,1.9,22.7,57.9,3.2,9.300000000000001,2,27.6,55.9,13.8,10.9,1.7,17.7
3100000US34940,34940,2007,261142,58.1,7.7,10.2,1.8,22.2,59.8,3.6,9.1,1.4,26.1,56.4,11.8,11.4,2.1,18.3
3100000US34940,34940,2008,261420,56,7.4,11.3,1.5,23.8,58.1,3.2,8.9,1.2,28.6,53.8,11.8,13.7,1.8,18.9
3100000US34940,34940,2009,264482,54.5,8.6,11.6,1.7,23.6,57.5,3.4,11,1.3,26.8,51.4,13.9,12.2,2.2,20.3
310M100US34940,34940,2010,271150,54.4,7.6,10.8,1.9,25.2,57.1,4.3,10.1,.9,27.6,51.9,10.8,11.5,3,22.8
310M100US34940,34940,2011,276211,53.2,7.2,12.7,2.5,24.4,57,3,9.300000000000001,2.3,28.3,49.6,11.2,15.9,2.6,20.7
310M100US34940,34940,2012,280026,53.6,8.6,11.3,2.5,24,57.5,3.6,8.9,1.7,28.3,49.8,13.3,13.7,3.3,19.9
310M200US34940,34940,2013,286788,51.2,7.8,13.2,2.6,25.2,54.8,4.2,10.9,1.9,28.2,47.7,11.3,15.4,3.2,22.4
310M200US34940,34940,2014,295978,56.5,7.4,10.4,1.8,23.9,59.5,3.8,8.699999999999999,1,27,53.6,11,12,2.6,20.9
310M200US34940,34940,2015,304483,55.4,7.9,11.3,2.2,23.1,58.3,3.4,11.7,1.3,25.3,52.7,12.3,10.9,3,21.1
310M300US34940,34940,2016,312158,55.3,7.6,10.8,2.1,24.1,58.8,3.6,9.6,1.1,26.7,52,11.3,11.9,3.1,21.7
3100000US34980,34980,2006,1157782,51.8,5.6,12.1,2.1,28.5,54.4,1.9,10.7,1.4,31.6,49.3,9.1,13.4,2.7,25.4
3100000US34980,34980,2007,1206992,51,5.7,12.2,1.9,29.3,53.5,2.1,10.3,1.8,32.2,48.6,9.1,13.9,2,26.4
3100000US34980,34980,2008,1230820,51.7,5.6,12.3,1.7,28.7,54.8,1.9,10.4,1.5,31.4,48.8,9,14.1,1.9,26.2
3100000US34980,34980,2009,1257593,50.1,5.2,12,2.4,30.4,52.3,1.9,10.6,2.3,32.9,48,8.4,13.3,2.4,28
310M100US34980,34980,2010,1269460,49.2,5.2,11.9,2.1,31.6,51.5,2,10.6,1.7,34.1,46.9,8.199999999999999,13.1,2.5,29.3
310M100US34980,34980,2011,1292723,50.2,5.5,12.3,1.9,30.2,52.9,2.2,10.5,1.4,33.1,47.6,8.5,14,2.4,27.4
310M100US34980,34980,2012,1315179,49.1,5.3,12.3,1.9,31.5,51,2.2,10.7,1.7,34.5,47.3,8.199999999999999,13.8,2.1,28.7
310M200US34980,34980,2013,1404974,49,5.4,12.2,2.2,31.3,51.6,1.9,11.3,1.8,33.4,46.5,8.6,13.1,2.5,29.2
310M200US34980,34980,2014,1437982,49.3,5.3,11.7,2.1,31.6,51.5,2.5,10.1,1.8,34,47.3,7.9,13.1,2.4,29.2
310M200US34980,34980,2015,1472533,49.7,4.9,12,1.6,31.9,51.9,2.1,10.8,1.3,34,47.6,7.6,13.1,1.8,29.9
310M300US34980,34980,2016,1498103,49.6,5.1,11.6,1.7,32,51.4,2.7,10.1,1.7,34.2,47.9,7.4,12.9,1.7,30.1
3100000US35100,35100,2006,93515,59.8,5.5,8,5.3,21.4,60.3,2.1,6,4.4,27.3,59.3,8.800000000000001,9.9,6.1,15.9
3100000US35100,35100,2007,96463,58.1,6.5,9.300000000000001,4.2,21.9,58,2.3,8,5.2,26.6,58.2,10.5,10.6,3.4,17.3
3100000US35100,35100,2008,94075,57.8,7.5,9.4,4,21.4,59.9,4.3,8.199999999999999,2,25.7,55.8,10.4,10.5,5.9,17.5
3100000US35100,35100,2009,99259,55,5.9,10,3.9,25.2,54.8,2.1,8.9,3.9,30.2,55.2,9.6,11,3.8,20.4
310M100US35100,35100,2010,104643,53.1,7.5,10.8,4.3,24.2,56.7,3.2,8.9,2.9,28.4,49.6,11.9,12.8,5.6,20.1
310M100US35100,35100,2011,105406,55.7,5.7,9.1,4.2,25.3,58.8,2,9.6,2.2,27.4,52.7,9.199999999999999,8.6,6.2,23.3
310M100US35100,35100,2012,104006,53.6,6.7,11.1,2.8,25.8,55.2,3.1,10.7,1.9,29,52,10.3,11.6,3.7,22.5
310M200US35100,35100,2013,,,,,,,,,,,,,,,,
310M200US35100,35100,2014,104244,50.3,7.1,13.2,4.5,24.9,49.7,3.2,11.6,4.3,31.1,51,11.1,14.9,4.8,18.3
310M200US35100,35100,2015,,,,,,,,,,,,,,,,
310M300US35100,35100,2016,,,,,,,,,,,,,,,,
3100000US35260,35260,2006,76058,54.6,8.5,7.6,2.3,27,59,2.9,7,2.4,28.7,50.8,13.4,8.199999999999999,2.2,25.5
3100000US35260,35260,2007,75432,51.2,8.800000000000001,10.2,1.4,28.4,53.7,4,8.4,1,32.8,48.9,13,11.7,1.8,24.6
3100000US35260,35260,2008,75060,49.3,9.5,9.199999999999999,2,30,51,4.1,9.4,1.2,34.2,47.7,14.4,8.9,2.7,26.2
3100000US35260,35260,2009,74832,51.4,10.3,9.300000000000001,1.6,27.4,53.3,4.5,9.199999999999999,2.2,30.8,49.7,15.4,9.4,1.2,24.3
310M100US35260,35260,2010,75201,52.7,8.699999999999999,10.5,2.1,25.9,55.5,3.6,10.3,1,29.7,50.1,13.4,10.8,3.2,22.5
310M100US35260,35260,2011,74613,51.6,8.4,10.6,1.6,27.8,54,4.2,8.1,1.9,31.9,49.5,12.4,12.8,1.3,24.1
310M100US35260,35260,2012,75056,52.1,7.3,11.8,1.5,27.4,53.8,3,11.9,.9,30.4,50.4,11.2,11.8,2.1,24.5
310M200US35260,35260,2013,,,,,,,,,,,,,,,,
310M200US35260,35260,2014,,,,,,,,,,,,,,,,
310M200US35260,35260,2015,,,,,,,,,,,,,,,,
310M300US35260,35260,2016,,,,,,,,,,,,,,,,
3100000US35300,35300,2006,686523,47.8,7,10,1.8,33.5,51,3.2,8.6,1.4,35.8,44.9,10.4,11.2,2.1,31.4
3100000US35300,35300,2007,684667,48.2,7,9.6,1.6,33.6,51.3,3.1,8.1,1.2,36.3,45.4,10.5,11,2,31.1
3100000US35300,35300,2008,686640,47.1,7,9.5,1.3,35.1,50.6,3,8.6,.9,36.9,43.8,10.7,10.3,1.8,33.4
3100000US35300,35300,2009,691226,46.7,6.7,10.5,1.6,34.4,50,2.9,8.6,1.5,37.1,43.8,10.3,12.2,1.8,31.9
310M100US35300,35300,2010,706745,45.1,6.4,10.9,1.6,36,48.4,2.8,9.1,.9,38.8,42.1,9.699999999999999,12.6,2.2,33.4
310M100US35300,35300,2011,707425,44.5,6.7,11.7,1.4,35.8,47.3,3.1,9.699999999999999,1.1,38.8,41.9,9.9,13.5,1.6,33.1
310M100US35300,35300,2012,711085,45.7,6.1,10.8,1.3,36,48.1,2.5,8.9,1,39.6,43.6,9.4,12.6,1.7,32.7
310M200US35300,35300,2013,712526,44.5,6.6,10.4,1.6,37,46.5,2.9,9,1.1,40.6,42.7,9.9,11.7,2,33.8
310M200US35300,35300,2014,713744,45,6.1,10.5,1.1,37.3,47.1,3.1,8.800000000000001,1,40.1,43,8.800000000000001,12.1,1.3,34.8
310M200US35300,35300,2015,714766,42,6.1,11.3,1.3,39.3,44.4,2.7,9.4,1.1,42.4,39.8,9.300000000000001,13,1.4,36.5
310M300US35300,35300,2016,713564,43.2,6,11.1,1.2,38.5,45,3.1,9,.9,42.1,41.7,8.699999999999999,13.1,1.4,35.2
3100000US35340,35340,2006,58167,49.3,7.3,11.5,1.8,30.1,49.6,3.4,10.7,1.3,35,49,10.9,12.1,2.3,25.7
3100000US35340,35340,2007,58248,48.2,6,11,2.1,32.6,49.9,3.3,9.300000000000001,.9,36.7,46.7,8.6,12.7,3.2,28.8
3100000US35340,35340,2008,58400,48.3,5.7,13.1,1,31.9,49.1,2.3,12.7,.7,35.2,47.6,8.9,13.4,1.2,28.9
3100000US35340,35340,2009,,,,,,,,,,,,,,,,
310M100US35340,35340,2010,,,,,,,,,,,,,,,,
310M100US35340,35340,2011,57234,48.9,6.5,8.5,2.7,33.4,50.4,3.6,7.5,1.3,37.2,47.4,9.300000000000001,9.5,4,29.8
310M100US35340,35340,2012,57422,50.4,6.1,11.2,3.3,29,51.1,2.6,11.7,2.6,31.9,49.8,9.300000000000001,10.7,3.8,26.3
3100000US35380,35380,2006,817605,47,8,11,2.1,31.9,50,3.1,11.1,1.9,33.9,44.3,12.4,11,2.2,30.1
3100000US35380,35380,2007,835691,45,7.4,10.7,2.4,34.5,48.2,3.6,9.5,2.5,36.3,42.1,10.9,11.8,2.2,33
3100000US35380,35380,2008,914724,42.2,7.1,12.5,2.2,36,45.1,3,10.4,1.7,39.9,39.6,10.8,14.3,2.7,32.5
3100000US35380,35380,2009,956238,43.3,7,11.7,3,35.1,45.8,3,11,2.5,37.7,41,10.7,12.3,3.4,32.7
310M100US35380,35380,2010,945999,43.2,6.4,12.3,2.5,35.6,45.7,2.8,10.6,2.1,38.8,40.8,9.699999999999999,14,2.8,32.7
310M100US35380,35380,2011,961061,41.6,6.8,11.8,2.5,37.2,44.5,2.6,10.1,2.1,40.7,39,10.7,13.4,2.9,34
310M100US35380,35380,2012,973881,41.3,6.4,12.6,2.4,37.3,43.5,3,11,2.2,40.3,39.3,9.6,14.1,2.6,34.4
310M200US35380,35380,2013,1004820,41.5,6.5,12.2,2.5,37.3,44.4,2.8,11,2.1,39.7,38.8,9.9,13.4,2.8,35.1
310M200US35380,35380,2014,1018279,41.1,6.1,12.5,2.4,38,42.8,2.5,11.2,2,41.4,39.5,9.4,13.6,2.7,34.9
310M200US35380,35380,2015,1026659,40.6,6.5,12.9,2.2,37.8,43.4,3.2,11.7,1.7,40,38,9.6,14,2.6,35.8
310M300US35380,35380,2016,1032500,41,5.8,12.7,2.4,38,44,2.6,10.8,2.2,40.4,38.3,8.800000000000001,14.6,2.6,35.7
3100000US35420,35420,2006,73847,53.2,7.5,12,1.6,25.6,55.8,2.8,10.2,1.9,29.3,50.9,11.9,13.7,1.4,22.2
3100000US35420,35420,2007,73416,58.1,7.2,11.2,.7,22.7,58.4,2.8,11.1,1.2,26.5,57.9,11.2,11.3,.4,19.2
3100000US35420,35420,2008,73675,55.9,8.800000000000001,11.8,.7,22.9,59.2,4.7,9.4,.6,26.1,52.9,12.5,14,.7,19.9
3100000US35420,35420,2009,73960,54.6,7.1,12.4,1.7,24.2,55.1,4,10.7,2.4,27.7,54.2,10,13.9,1,20.9
310M100US35420,35420,2010,74716,57.7,7.2,11.2,1.3,22.7,61.8,1.7,10.4,1.6,24.5,53.8,12.3,11.9,1,20.9
310M100US35420,35420,2011,74725,53.8,6.9,13.8,2,23.5,56,3.2,15.2,.9,24.8,51.8,10.4,12.5,3,22.4
310M100US35420,35420,2012,74459,55.5,8.1,12.1,1.2,23.1,57.8,3.1,10.7,1.3,27.2,53.4,12.8,13.5,1,19.3
310M200US35420,35420,2013,,,,,,,,,,,,,,,,
310M200US35420,35420,2014,,,,,,,,,,,,,,,,
310M200US35420,35420,2015,,,,,,,,,,,,,,,,
310M300US35420,35420,2016,,,,,,,,,,,,,,,,
3100000US35620,35620,2006,15078175,47.2,6.7,7.9,3,35.3,50.9,2.6,6.2,2.2,38.1,43.8,10.5,9.4,3.6,32.7
3100000US35620,35620,2007,15177772,47.2,6.6,7.7,2.9,35.6,50.8,2.6,6.1,2.2,38.2,43.8,10.3,9.199999999999999,3.6,33.2
3100000US35620,35620,2008,15345303,46.5,6.4,8,2.6,36.5,49.9,2.5,6.2,2,39.4,43.4,10,9.6,3.2,33.8
3100000US35620,35620,2009,15401645,46.1,6.3,7.9,2.7,37.1,49.3,2.5,6.2,2,40,43.1,9.800000000000001,9.4,3.2,34.4
310M100US35620,35620,2010,15385165,45.9,6.2,7.8,2.5,37.6,48.8,2.5,6.3,2,40.4,43.3,9.5,9.199999999999999,2.9,35
310M100US35620,35620,2011,15481868,45.5,6.1,8,2.7,37.7,48.5,2.5,6.4,2,40.5,42.8,9.300000000000001,9.4,3.3,35.2
310M100US35620,35620,2012,15626065,45.3,5.9,8.1,2.6,38.1,48.2,2.5,6.4,2,41,42.7,9.1,9.6,3.2,35.4
310M200US35620,35620,2013,16281871,45.4,6,8,2.6,38.1,48.3,2.5,6.3,1.9,41,42.7,9.199999999999999,9.5,3.1,35.5
310M200US35620,35620,2014,16421051,45.6,5.9,7.9,2.4,38.2,48.6,2.4,6.1,2,40.8,42.8,9,9.4,2.8,35.8
310M200US35620,35620,2015,16518921,45.4,5.7,8,2.4,38.6,48.3,2.4,6.3,1.8,41.2,42.7,8.699999999999999,9.6,2.9,36.1
310M300US35620,35620,2016,16514139,45.5,5.7,7.9,2.3,38.5,48.4,2.4,6.3,1.9,41.1,42.9,8.800000000000001,9.4,2.7,36.2
3100000US35660,35660,2006,129137,50.3,8.300000000000001,11.2,2,28.2,52.5,4.2,10.3,1.2,31.8,48.2,12,12,2.8,25
3100000US35660,35660,2007,128420,53.7,6.3,10.9,1.8,27.4,58.4,2.3,8.6,1,29.8,49.3,10,13,2.5,25.2
3100000US35660,35660,2008,128270,51.2,7.3,11.8,1.8,27.8,53.9,3.1,10,2,30.9,48.8,11.1,13.4,1.7,24.9
3100000US35660,35660,2009,129123,48.1,7.5,12.1,2.1,30.2,51.9,3.2,11.1,1.6,32.2,44.8,11.3,13,2.6,28.4
310M100US35660,35660,2010,126803,48.9,7.6,11.5,1.9,30.2,51.8,3.3,10.3,.9,33.7,46.2,11.5,12.6,2.9,26.9
310M100US35660,35660,2011,127160,48.9,7.7,12.1,1.3,29.9,52.7,2.5,11.2,1,32.5,45.4,12.5,13,1.6,27.6
310M100US35660,35660,2012,126891,50.6,6.9,12.6,1.5,28.5,52.1,2.9,11.5,1.1,32.4,49.2,10.6,13.6,1.8,24.8
310M200US35660,35660,2013,126368,48,6.8,11.9,1.6,31.8,50.5,3.1,10.7,1.4,34.3,45.6,10.3,13,1.7,29.4
310M200US35660,35660,2014,126761,52,6.3,11.4,1.8,28.5,54.3,2.4,10.6,1.3,31.4,49.9,10,12.1,2.1,25.9
310M200US35660,35660,2015,126457,47.8,6.8,13.5,1.5,30.4,51,3.5,13,1.2,31.3,44.7,9.9,14.1,1.7,29.5
310M300US35660,35660,2016,125913,50.5,6.1,12.3,1.3,29.8,53.2,3.2,10.5,1.2,31.8,47.9,8.800000000000001,13.9,1.4,28
310M100US35840,35840,2010,600183,51.3,9,14.7,2.3,22.7,55.2,4.1,13.1,1.7,25.9,47.8,13.4,16.2,2.8,19.8
310M100US35840,35840,2011,605350,53.2,9.4,12.6,2.1,22.7,55.6,4.5,11.6,2.2,26,51,13.7,13.6,2.1,19.7
310M100US35840,35840,2012,616167,52.4,9.300000000000001,13.5,1.8,23,55.8,4.4,12.2,1.5,26.2,49.3,13.8,14.7,2,20.1
310M200US35840,35840,2013,627809,50.9,9.1,13.1,1.8,25,54.1,4.3,11.1,1.6,28.9,48.1,13.4,15,1.9,21.5
310M200US35840,35840,2014,644187,53.1,9,12.6,1.7,23.6,56.5,4.1,10.7,1.3,27.3,50,13.5,14.3,2.1,20.2
310M200US35840,35840,2015,663708,51,8.800000000000001,14.4,1.7,24.1,53.8,4.3,12.5,1.8,27.5,48.5,12.8,16.2,1.7,20.9
310M300US35840,35840,2016,680575,51.7,9.4,13.7,1.6,23.6,55.4,4.7,12,1.2,26.6,48.4,13.5,15.3,1.9,20.9
3100000US35900,35900,2006,55193,57.1,9.199999999999999,8,3.3,22.4,57.9,3.5,8.300000000000001,4,26.2,56.3,14.6,7.8,2.6,18.8
3100000US35900,35900,2007,54376,59.3,6,10.1,2.1,22.4,61.4,1.8,8.1,1.5,27.2,57.3,10,12.1,2.7,17.9
3100000US35900,35900,2008,53958,60.2,8.199999999999999,7.4,4.1,20.1,62.6,5,6.9,4.1,21.4,58,11.2,7.8,4.1,18.9
3100000US35900,35900,2009,54417,56.4,7.8,10.4,3.8,21.6,57.5,2.7,10.3,2.7,26.8,55.3,12.6,10.6,4.8,16.7
310M100US35900,35900,2010,56534,59.8,7.1,10,2.8,20.4,61.4,1.6,7.6,3.5,25.8,58.2,12.2,12.3,2.1,15.2
310M100US35900,35900,2011,56446,56.6,7,10.9,2.7,22.7,58.1,2.5,12.3,3.1,24,55.2,11.3,9.6,2.4,21.5
310M100US35900,35900,2012,57305,56.3,6.7,10,3.7,23.3,57.5,2.8,9.9,4.2,25.6,55.1,10.5,10.1,3.2,21.1
310M200US35900,35900,2013,,,,,,,,,,,,,,,,
310M200US35900,35900,2014,,,,,,,,,,,,,,,,
310M200US35900,35900,2015,,,,,,,,,,,,,,,,
310M300US35900,35900,2016,,,,,,,,,,,,,,,,
3100000US35980,35980,2006,214122,52.5,6.1,10.9,2,28.5,53.1,2.5,9.5,1.6,33.3,51.8,9.5,12.3,2.5,23.9
3100000US35980,35980,2007,217252,51.1,5.8,10.7,1.5,30.9,51.7,2,9,1.4,36,50.5,9.6,12.3,1.5,26.1
3100000US35980,35980,2008,215366,51.7,5.7,12.7,1.2,28.8,53.4,2.8,11.1,.6,32,50,8.5,14.2,1.7,25.6
3100000US35980,35980,2009,219077,52.8,5.4,11,1,29.8,53.7,2.9,9.800000000000001,.4,33.2,52,7.7,12.2,1.5,26.6
310M100US35980,35980,2010,225127,48.7,5.8,13.7,1.5,30.2,47.4,2.6,13.4,1.6,34.9,50.1,9,14,1.4,25.6
310M100US35980,35980,2011,226334,51.7,6.7,11.2,1.1,29.4,52.6,2.8,10.7,1,32.9,50.7,10.5,11.6,1.2,26
310M100US35980,35980,2012,228195,48.6,6,11.6,1.4,32.5,49.5,2.7,10.3,1.3,36.1,47.6,9.199999999999999,12.8,1.5,28.8
310M200US35980,35980,2013,227700,49.9,4.9,12.6,1,31.6,49.3,2.1,11.5,.8,36.3,50.5,7.6,13.8,1.2,26.9
310M200US35980,35980,2014,228321,45.7,5.7,13.3,1.4,33.8,45.7,2.5,10.5,1.5,39.8,45.7,8.9,16.1,1.4,27.9
310M200US35980,35980,2015,227702,46.8,5.6,13.1,1.3,33.1,47.9,2.2,11.3,1,37.5,45.7,9.1,14.8,1.7,28.8
310M300US35980,35980,2016,226078,47.1,5.7,12.1,1.4,33.8,46.5,3,10.9,1.5,38.1,47.7,8.300000000000001,13.3,1.3,29.4
3100000US36020,36020,2006,66311,56.5,6,12.9,1.3,23.3,55.5,2.5,11.3,1.5,29.2,57.6,9.4,14.4,1,17.6
3100000US36020,36020,2007,66484,61,7.1,9.300000000000001,1.5,21.2,61.8,3.9,7.2,1,26.1,60.2,10.2,11.3,1.9,16.5
3100000US36020,36020,2008,67374,61.5,4.8,13.3,1,19.5,61.1,2.5,11.4,1.2,23.8,61.9,6.9,15,.8,15.4
3100000US36020,36020,2009,67918,55.8,7.4,12.3,1.7,22.8,56.5,3.7,10.2,1.1,28.6,55.2,10.7,14.2,2.3,17.6
310M100US36020,36020,2010,65348,61.7,6.3,10.1,1.6,20.3,64,3.7,8.199999999999999,1.7,22.4,59.6,8.699999999999999,11.9,1.6,18.2
310M100US36020,36020,2011,66354,60.7,5,13.4,1.2,19.8,61.6,1.9,11.4,.6,24.4,59.8,8,15.4,1.7,15.2
310M100US36020,36020,2012,66443,61.8,6.4,8.5,1.2,22.1,62.5,3.3,8.1,1.4,24.7,61.1,9.5,8.9,1,19.6
310M200US36020,36020,2013,,,,,,,,,,,,,,,,
310M200US36020,36020,2014,,,,,,,,,,,,,,,,
310M200US36020,36020,2015,,,,,,,,,,,,,,,,
310M300US36020,36020,2016,,,,,,,,,,,,,,,,
3100000US36100,36100,2006,265292,55.2,8.5,12.5,1.3,22.5,57.2,3.4,11.7,1.3,26.4,53.4,13.2,13.2,1.3,19
3100000US36100,36100,2007,271206,55,8.699999999999999,12.2,1.9,22.2,58.8,3.4,10.4,1.6,25.8,51.5,13.6,13.9,2,18.8
3100000US36100,36100,2008,275394,53.9,9.6,10.4,2.4,23.8,56.5,4.4,10.1,1.9,27.2,51.5,14.3,10.8,2.8,20.6
3100000US36100,36100,2009,274601,56,8.1,11.5,1.8,22.5,59.3,3.7,10.2,1.6,25.2,53,12.3,12.7,2,20
310M100US36100,36100,2010,278912,52.6,9.699999999999999,13.5,2,22.2,54.8,4.6,13.9,2,24.7,50.6,14.3,13.1,2.1,19.9
310M100US36100,36100,2011,281290,51.1,8.6,14.1,2.4,23.8,53.9,3.7,13.5,2,26.9,48.6,13.1,14.8,2.7,20.9
310M100US36100,36100,2012,282888,52,8.699999999999999,13.8,2,23.5,54.2,4.9,13.5,1.8,25.7,49.9,12.1,14.1,2.2,21.6
310M200US36100,36100,2013,285428,50,7.8,14.8,2.8,24.5,53.3,3.2,13.3,2.1,28.2,47,12.1,16.2,3.5,21.3
310M200US36100,36100,2014,286158,46.5,9.9,15,2.2,26.5,50.5,5.1,14.4,1.8,28.3,42.8,14.1,15.5,2.6,24.9
310M200US36100,36100,2015,290156,45,9.9,14.4,2.3,28.4,46.5,5.4,11.8,2.9,33.4,43.7,13.9,16.9,1.7,23.8
310M300US36100,36100,2016,294207,49.6,9.4,13.1,2.3,25.5,51.4,5.6,12.3,2.4,28.2,48.1,12.8,13.8,2.2,23.1
3100000US36140,36140,2006,82070,53.9,10.3,9.6,1,25.3,57,4.9,8.1,.6,29.4,51.1,15.1,11,1.3,21.5
3100000US36140,36140,2007,80836,56.6,9.300000000000001,8.6,1.1,24.4,58.6,4.2,7.4,.2,29.7,54.8,14,9.800000000000001,1.9,19.6
3100000US36140,36140,2008,81027,61.5,6.9,8.4,1.1,22,64.2,2.4,7,1.6,24.8,59.1,11,9.699999999999999,.5,19.6
3100000US36140,36140,2009,81340,56.1,7.8,11.8,1.5,22.8,59.1,3.2,9.1,.8,27.7,53.5,11.8,14.1,2,18.5
310M100US36140,36140,2010,82984,58.3,7.8,9.6,.7,23.7,62.9,2.4,7.1,.9,26.6,53.9,12.8,11.9,.4,21
310M100US36140,36140,2011,82368,54.7,8,10.2,1.4,25.7,58.3,3.9,7.3,1.4,29,51.3,11.8,13,1.3,22.6
310M100US36140,36140,2012,82291,52.3,8.699999999999999,8.5,1.4,29.1,53.4,4.6,6,1.2,34.8,51.3,12.5,10.8,1.7,23.8
310M200US36140,36140,2013,,,,,,,,,,,,,,,,
310M200US36140,36140,2014,,,,,,,,,,,,,,,,
310M200US36140,36140,2015,,,,,,,,,,,,,,,,
310M300US36140,36140,2016,,,,,,,,,,,,,,,,
3100000US36220,36220,2006,96218,52,6.4,11,4.9,25.8,54.7,2.6,9.9,3.4,29.4,49.4,9.800000000000001,12.1,6.3,22.4
3100000US36220,36220,2007,97913,53.3,7.5,10.5,2.9,25.7,55.7,3.9,9.300000000000001,2.1,29.1,51.1,10.9,11.7,3.6,22.6
3100000US36220,36220,2008,98706,49.7,6.7,12,3,28.7,51.3,3.3,11.2,2.4,31.7,48.2,9.800000000000001,12.6,3.5,25.9
3100000US36220,36220,2009,100421,48.8,6.5,12.1,3.6,29,51.5,3.4,10.8,3.6,30.6,46.3,9.4,13.2,3.6,27.5
310M100US36220,36220,2010,103442,45,5.3,15.9,3.5,30.3,45.2,2.9,15.1,3.4,33.4,44.8,7.7,16.6,3.6,27.3
310M100US36220,36220,2011,105011,51.5,5.3,12.5,2.4,28.4,51.1,1.8,13.2,1.3,32.6,51.8,8.699999999999999,11.8,3.4,24.2
310M100US36220,36220,2012,109302,47.4,6.8,13.2,3.1,29.4,46.8,3.8,11.6,2.8,35,48,9.800000000000001,14.7,3.4,23.9
310M200US36220,36220,2013,,,,,,,,,,,,,,,,
310M200US36220,36220,2014,,,,,,,,,,,,,,,,
310M200US36220,36220,2015,,,,,,,,,,,,,,,,
310M300US36220,36220,2016,,,,,,,,,,,,,,,,
3100000US36260,36260,2006,366881,59.5,4.1,9.300000000000001,.9,26.2,59.9,2,8.5,.8,28.8,59.1,6.2,10.1,1,23.7
3100000US36260,36260,2007,382446,59.7,4,9.199999999999999,1.2,25.9,60.8,1.6,8.199999999999999,.9,28.5,58.6,6.5,10.1,1.6,23.3
